timestamp:1564001189137 ID:1003 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564001254137 ID:1007 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564001254137 ID:1009 DeviceID:null location:[2.0,2.0] floor:0 
timestamp:1564001254137 ID:1003 DeviceID:null location:[2.0,2.0] floor:0 
timestamp:1564001254137 ID:1004 DeviceID:null location:[6.0,8.0] floor:1 
timestamp:1564001254137 ID:1000 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564001254137 ID:1001 DeviceID:null location:[15.0,3.1] floor:1 
timestamp:1564001254137 ID:1006 DeviceID:null location:[22.0,8.0] floor:1 
timestamp:1564001254137 ID:1002 DeviceID:null location:[22.0,8.0] floor:1 
timestamp:1564001254137 ID:1008 DeviceID:null location:[22.0,8.0] floor:1 
timestamp:1564001259137 ID:1007 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564001259137 ID:1009 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564001259137 ID:1002 DeviceID:null location:[15.0,3.1] floor:0 
timestamp:1564001259137 ID:1003 DeviceID:null location:[2.0,2.0] floor:0 
timestamp:1564001259137 ID:1006 DeviceID:null location:[6.0,2.0] floor:1 
timestamp:1564001259137 ID:1004 DeviceID:null location:[6.0,8.0] floor:1 
timestamp:1564001259137 ID:1000 DeviceID:null location:[6.0,8.0] floor:1 
timestamp:1564001259137 ID:1005 DeviceID:null location:[14.0,8.0] floor:1 
timestamp:1564001259137 ID:1001 DeviceID:null location:[15.0,3.1] floor:1 
timestamp:1564001259137 ID:1008 DeviceID:null location:[22.0,8.0] floor:1 
timestamp:1564001264137 ID:1000 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564001264137 ID:1005 DeviceID:null location:[14.0,8.0] floor:0 
timestamp:1564001264137 ID:1009 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564001264137 ID:1002 DeviceID:null location:[15.0,3.1] floor:0 
timestamp:1564001264137 ID:1007 DeviceID:null location:[20.0,3.1] floor:0 
timestamp:1564001264137 ID:1003 DeviceID:null location:[2.0,2.0] floor:0 
timestamp:1564001264137 ID:1001 DeviceID:null location:[2.0,2.0] floor:0 
timestamp:1564001264137 ID:1004 DeviceID:null location:[6.0,8.0] floor:1 
timestamp:1564001264137 ID:1006 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564001264137 ID:1008 DeviceID:null location:[22.0,8.0] floor:1 
timestamp:1564001269137 ID:1000 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564001269137 ID:1007 DeviceID:null location:[10.0,2.0] floor:0 
timestamp:1564001269137 ID:1005 DeviceID:null location:[14.0,8.0] floor:0 
timestamp:1564001269137 ID:1002 DeviceID:null location:[18.0,8.0] floor:0 
timestamp:1564001269137 ID:1009 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564001269137 ID:1001 DeviceID:null location:[2.0,2.0] floor:0 
timestamp:1564001269137 ID:1004 DeviceID:null location:[6.0,8.0] floor:1 
timestamp:1564001269137 ID:1006 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564001269137 ID:1008 DeviceID:null location:[22.0,8.0] floor:1 
timestamp:1564001269137 ID:1003 DeviceID:null location:[22.0,8.0] floor:1 
timestamp:1564001274137 ID:1004 DeviceID:null location:[12.6,5.2] floor:0 
timestamp:1564001274137 ID:1000 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564001274137 ID:1007 DeviceID:null location:[10.0,2.0] floor:0 
timestamp:1564001274137 ID:1005 DeviceID:null location:[14.0,8.0] floor:0 
timestamp:1564001274137 ID:1009 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564001274137 ID:1001 DeviceID:null location:[2.0,2.0] floor:0 
timestamp:1564001274137 ID:1003 DeviceID:null location:[2.0,2.0] floor:0 
timestamp:1564001274137 ID:1002 DeviceID:null location:[10.0,8.0] floor:1 
timestamp:1564001274137 ID:1006 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564001274137 ID:1008 DeviceID:null location:[15.0,3.1] floor:1 
timestamp:1564711228053 ID:1006 DeviceID:null location:[12.6,5.2] floor:0 
timestamp:1564711228053 ID:1007 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564711228053 ID:1005 DeviceID:null location:[23.0,9.0] floor:0 
timestamp:1564711228053 ID:1009 DeviceID:null location:[12.6,5.2] floor:1 
timestamp:1564711228053 ID:1000 DeviceID:null location:[6.0,2.0] floor:1 
timestamp:1564711228053 ID:1003 DeviceID:null location:[10.0,2.0] floor:1 
timestamp:1564711228053 ID:1001 DeviceID:null location:[6.0,8.0] floor:0 
timestamp:1564711228053 ID:1002 DeviceID:null location:[10.0,8.0] floor:1 
timestamp:1564711228053 ID:1008 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711228053 ID:1004 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711233053 ID:1006 DeviceID:null location:[12.6,5.2] floor:0 
timestamp:1564711233053 ID:1000 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564711233053 ID:1002 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564711233053 ID:1007 DeviceID:null location:[15.0,3.1] floor:0 
timestamp:1564711233053 ID:1009 DeviceID:null location:[12.6,5.2] floor:1 
timestamp:1564711233053 ID:1005 DeviceID:null location:[12.6,5.2] floor:1 
timestamp:1564711233053 ID:1003 DeviceID:null location:[10.0,2.0] floor:1 
timestamp:1564711233053 ID:1008 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711233053 ID:1004 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711233053 ID:1001 DeviceID:null location:[2.0,2.0] floor:1 
timestamp:1564711238053 ID:1002 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564711238053 ID:1007 DeviceID:null location:[15.0,3.1] floor:0 
timestamp:1564711238053 ID:1005 DeviceID:null location:[12.6,5.2] floor:1 
timestamp:1564711238053 ID:1009 DeviceID:null location:[6.0,8.0] floor:1 
timestamp:1564711238053 ID:1000 DeviceID:null location:[15.0,3.1] floor:1 
timestamp:1564711238053 ID:1001 DeviceID:null location:[15.0,3.1] floor:1 
timestamp:1564711238053 ID:1008 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711238053 ID:1004 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711238053 ID:1003 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711238053 ID:1006 DeviceID:null location:[2.0,2.0] floor:1 
timestamp:1564711243053 ID:1002 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564711243053 ID:1005 DeviceID:null location:[18.0,8.0] floor:0 
timestamp:1564711243053 ID:1000 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564711243053 ID:1007 DeviceID:null location:[15.0,3.1] floor:0 
timestamp:1564711243053 ID:1009 DeviceID:null location:[6.0,8.0] floor:1 
timestamp:1564711243053 ID:1006 DeviceID:null location:[14.0,8.0] floor:1 
timestamp:1564711243053 ID:1008 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564711243053 ID:1001 DeviceID:null location:[15.0,3.1] floor:1 
timestamp:1564711243053 ID:1004 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711243053 ID:1003 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711248053 ID:1002 DeviceID:null location:[12.6,5.2] floor:0 
timestamp:1564711248053 ID:1001 DeviceID:null location:[14.0,8.0] floor:0 
timestamp:1564711248053 ID:1007 DeviceID:null location:[15.0,3.1] floor:0 
timestamp:1564711248053 ID:1000 DeviceID:null location:[22.0,8.0] floor:0 
timestamp:1564711248053 ID:1009 DeviceID:null location:[10.0,2.0] floor:1 
timestamp:1564711248053 ID:1006 DeviceID:null location:[14.0,8.0] floor:1 
timestamp:1564711248053 ID:1008 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564711248053 ID:1003 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711248053 ID:1005 DeviceID:null location:[2.0,2.0] floor:1 
timestamp:1564711248053 ID:1004 DeviceID:null location:[22.0,8.0] floor:1 
timestamp:1564711253053 ID:1002 DeviceID:null location:[12.6,5.2] floor:0 
timestamp:1564711253053 ID:1001 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564711253053 ID:1007 DeviceID:null location:[15.0,3.1] floor:0 
timestamp:1564711253053 ID:1006 DeviceID:null location:[15.0,3.1] floor:0 
timestamp:1564711253053 ID:1004 DeviceID:null location:[2.0,2.0] floor:0 
timestamp:1564711253053 ID:1009 DeviceID:null location:[10.0,2.0] floor:1 
timestamp:1564711253053 ID:1008 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564711253053 ID:1000 DeviceID:null location:[15.0,3.1] floor:1 
timestamp:1564711253053 ID:1003 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711253053 ID:1005 DeviceID:null location:[2.0,2.0] floor:1 
timestamp:1564711258053 ID:1002 DeviceID:null location:[12.6,5.2] floor:0 
timestamp:1564711258053 ID:1005 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564711258053 ID:1006 DeviceID:null location:[10.0,8.0] floor:0 
timestamp:1564711258053 ID:1009 DeviceID:null location:[15.0,0.9] floor:0 
timestamp:1564711258053 ID:1004 DeviceID:null location:[10.0,8.0] floor:1 
timestamp:1564711258053 ID:1008 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564711258053 ID:1001 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564711258053 ID:1000 DeviceID:null location:[15.0,3.1] floor:1 
timestamp:1564711258053 ID:1003 DeviceID:null location:[20.0,3.1] floor:1 
timestamp:1564711258053 ID:1007 DeviceID:null location:[2.0,2.0] floor:1 
timestamp:1564711263053 ID:1002 DeviceID:null location:[6.0,2.0] floor:0 
timestamp:1564711263053 ID:1009 DeviceID:null location:[10.0,2.0] floor:0 
timestamp:1564711263053 ID:1001 DeviceID:null location:[12.6,5.2] floor:1 
timestamp:1564711263053 ID:1006 DeviceID:null location:[6.0,2.0] floor:1 
timestamp:1564711263053 ID:1004 DeviceID:null location:[10.0,8.0] floor:1 
timestamp:1564711263053 ID:1008 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564711263053 ID:1005 DeviceID:null location:[15.0,0.9] floor:1 
timestamp:1564711263053 ID:1000 DeviceID:null location:[15.0,3.1] floor:1 
timestamp:1564711263053 ID:1007 DeviceID:null location:[2.0,2.0] floor:1 
timestamp:1564711263053 ID:1003 DeviceID:null location:[2.0,2.0] floor:1 
